stock_code,historical_name,current_name,exchange,historical_rank,historical_esg_score,decision,reason,requires_review
300617.SZ,江苏安靠智电股份有限公司,安靠智电,SZSE,461,18.82,provisional_include,历史能源样本且当前仍正常上市,False
873152.BJ,浙江天宏锂电股份有限公司,,BSE,462,18.82,pending_snapshot,BSE官方快照尚未接入,True
002580.SZ,山东圣阳电源股份有限公司,圣阳股份,SZSE,463,18.81,provisional_include,历史能源样本且当前仍正常上市,False
688147.SH,江苏微导纳米科技股份有限公司,微导纳米,SSE,464,18.81,provisional_include,历史能源样本且当前仍正常上市,False
002823.SZ,深圳市凯中精密技术股份有限公司,凯中精密,SZSE,465,18.78,provisional_include,历史能源样本且当前仍正常上市,False
301120.SZ,新华都特种电气股份有限公司,新特电气,SZSE,466,18.77,provisional_include,历史能源样本且当前仍正常上市,False
301226.SZ,常州祥明智能动力股份有限公司,祥明智能,SZSE,467,18.76,provisional_include,历史能源样本且当前仍正常上市,False
301502.SZ,江苏华阳智能装备股份有限公司,华阳智能,SZSE,468,18.76,provisional_include,历史能源样本且当前仍正常上市,False
300514.SZ,深圳友讯达科技股份有限公司,友讯达,SZSE,469,18.69,provisional_include,历史能源样本且当前仍正常上市,False
688353.SH,江苏华盛锂电材料股份有限公司,华盛锂电,SSE,470,18.68,provisional_include,历史能源样本且当前仍正常上市,False
300932.SZ,三友联众集团股份有限公司,三友联众,SZSE,471,18.67,provisional_include,历史能源样本且当前仍正常上市,False
603906.SH,江苏龙蟠科技股份有限公司,龙蟠科技,SSE,472,18.67,provisional_include,历史能源样本且当前仍正常上市,False
300870.SZ,深圳欧陆通电子股份有限公司,欧陆通,SZSE,473,18.66,provisional_include,历史能源样本且当前仍正常上市,False
688719.SH,西安爱科赛博电气股份有限公司,爱科赛博,SSE,474,18.65,provisional_include,历史能源样本且当前仍正常上市,False
300907.SZ,康平科技(苏州)股份有限公司,康平科技,SZSE,475,18.63,provisional_include,历史能源样本且当前仍正常上市,False
300153.SZ,上海科泰电源股份有限公司,科泰电源,SZSE,476,18.63,provisional_include,历史能源样本且当前仍正常上市,False
300619.SZ,佛山市金银河智能装备股份有限公司,金银河,SZSE,477,18.63,provisional_include,历史能源样本且当前仍正常上市,False
600969.SH,湖南郴电国际发展股份有限公司,郴电国际,SSE,478,18.63,provisional_include,历史能源样本且当前仍正常上市,False
300660.SZ,江苏雷利电机股份有限公司,江苏雷利,SZSE,479,18.62,provisional_include,历史能源样本且当前仍正常上市,False
688345.SH,广东博力威科技股份有限公司,博力威,SSE,480,18.58,provisional_include,历史能源样本且当前仍正常上市,False
301361.SZ,郑州众智科技股份有限公司,众智科技,SZSE,481,18.56,provisional_include,历史能源样本且当前仍正常上市,False
688392.SH,上海骄成超声波技术股份有限公司,骄成超声,SSE,482,18.56,provisional_include,历史能源样本且当前仍正常上市,False
002441.SZ,众业达电气股份有限公司,众业达,SZSE,483,18.46,provisional_include,历史能源样本且当前仍正常上市,False
603988.SH,中电电机股份有限公司,中电电机,SSE,484,18.41,provisional_include,历史能源样本且当前仍正常上市,False
834639.BJ,浙江晨光电缆股份有限公司,,BSE,485,18.4,pending_snapshot,BSE官方快照尚未接入,True
600869.SH,远东智慧能源股份有限公司,远东股份,SSE,486,18.35,provisional_include,历史能源样本且当前仍正常上市,False
301023.SZ,无锡江南奕帆电力传动科技股份有限公司,奕帆传动,SZSE,487,18.29,provisional_include,历史能源样本且当前仍正常上市,False
300491.SZ,石家庄通合电子科技股份有限公司,通合科技,SZSE,488,18.29,provisional_include,历史能源样本且当前仍正常上市,False
002692.SZ,远程电缆股份有限公司,远程股份,SZSE,489,18.28,provisional_include,历史能源样本且当前仍正常上市,False
002980.SZ,深圳市华盛昌科技实业股份有限公司,华盛昌,SZSE,490,18.24,provisional_include,历史能源样本且当前仍正常上市,False
601908.SH,北京京运通科技股份有限公司,京运通,SSE,491,18.24,provisional_include,历史能源样本且当前仍正常上市,False
002218.SZ,深圳市拓日新能源科技股份有限公司,拓日新能,SZSE,492,18.22,provisional_include,历史能源样本且当前仍正常上市,False
300040.SZ,哈尔滨九洲集团股份有限公司,九洲集团,SZSE,493,18.2,provisional_include,历史能源样本且当前仍正常上市,False
301082.SZ,久盛电气股份有限公司,久盛电气,SZSE,494,18.17,provisional_include,历史能源样本且当前仍正常上市,False
300125.SZ,聆达集团股份有限公司,*ST聆达,SZSE,495,18.16,exclude,ST/*ST排除,False
000096.SZ,深圳市广聚能源股份有限公司,广聚能源,SZSE,496,18.15,provisional_include,历史能源样本且当前仍正常上市,False
688733.SH,安徽壹石通材料科技股份有限公司,壹石通,SSE,497,18.12,provisional_include,历史能源样本且当前仍正常上市,False
300850.SZ,洛阳新强联回转支承股份有限公司,新强联,SZSE,498,18.09,provisional_include,历史能源样本且当前仍正常上市,False
600458.SH,株洲时代新材料科技股份有限公司,时代新材,SSE,499,18.09,provisional_include,历史能源样本且当前仍正常上市,False
002366.SZ,融发核电设备股份有限公司,融发核电,SZSE,500,18.08,provisional_include,历史能源样本且当前仍正常上市,False
301152.SZ,新乡天力锂能股份有限公司,天力锂能,SZSE,501,18.02,provisional_include,历史能源样本且当前仍正常上市,False
301456.SZ,青岛盘古智能制造股份有限公司,盘古智能,SZSE,502,17.97,provisional_include,历史能源样本且当前仍正常上市,False
000533.SZ,广东顺钠电气股份有限公司,顺钠股份,SZSE,503,17.97,provisional_include,历史能源样本且当前仍正常上市,False
301232.SZ,湖南飞沃新能源科技股份有限公司,飞沃科技,SZSE,504,17.95,provisional_include,历史能源样本且当前仍正常上市,False
000722.SZ,湖南发展集团股份有限公司,湖南发展,SZSE,505,17.94,provisional_include,历史能源样本且当前仍正常上市,False
000637.SZ,茂名石化实华股份有限公司,茂化实华,SZSE,506,17.92,provisional_include,历史能源样本且当前仍正常上市,False
003021.SZ,深圳市兆威机电股份有限公司,兆威机电,SZSE,507,17.9,provisional_include,历史能源样本且当前仍正常上市,False
002255.SZ,苏州海陆重工股份有限公司,海陆重工,SZSE,508,17.89,provisional_include,历史能源样本且当前仍正常上市,False
301168.SZ,江苏通灵电器股份有限公司,通灵股份,SZSE,509,17.87,provisional_include,历史能源样本且当前仍正常上市,False
002616.SZ,广东长青(集团)股份有限公司,长青集团,SZSE,510,17.87,provisional_include,历史能源样本且当前仍正常上市,False
002576.SZ,江苏通达动力科技股份有限公司,通达动力,SZSE,511,17.85,provisional_include,历史能源样本且当前仍正常上市,False
688184.SH,浙江帕瓦新能源股份有限公司,ST帕瓦,SSE,512,17.84,exclude,ST/*ST排除,False
601700.SH,常熟风范电力设备股份有限公司,风范股份,SSE,513,17.84,provisional_include,历史能源样本且当前仍正常上市,False
300129.SZ,上海泰胜风能装备股份有限公司,泰胜风能,SZSE,514,17.79,provisional_include,历史能源样本且当前仍正常上市,False
002339.SZ,积成电子股份有限公司,积成电子,SZSE,515,17.79,provisional_include,历史能源样本且当前仍正常上市,False
603507.SH,江苏振江新能源装备股份有限公司,振江股份,SSE,516,17.78,provisional_include,历史能源样本且当前仍正常上市,False
300904.SZ,银川威力传动技术股份有限公司,威力传动,SZSE,517,17.75,provisional_include,历史能源样本且当前仍正常上市,False
688611.SH,杭州柯林电气股份有限公司,杭州柯林,SSE,518,17.73,provisional_include,历史能源样本且当前仍正常上市,False
300001.SZ,青岛特锐德电气股份有限公司,特锐德,SZSE,519,17.69,provisional_include,历史能源样本且当前仍正常上市,False
002451.SZ,上海摩恩电气股份有限公司,摩恩电气,SZSE,520,17.67,provisional_include,历史能源样本且当前仍正常上市,False
002805.SZ,山东丰元化学股份有限公司,丰元股份,SZSE,521,17.62,provisional_include,历史能源样本且当前仍正常上市,False
430556.BJ,广东雅达电子股份有限公司,,BSE,522,17.61,pending_snapshot,BSE官方快照尚未接入,True
605222.SH,上海起帆电缆股份有限公司,起帆电缆,SSE,523,17.59,provisional_include,历史能源样本且当前仍正常上市,False
300068.SZ,浙江南都电源动力股份有限公司,ST南都,SZSE,524,17.58,exclude,ST/*ST排除,False
837046.BJ,无锡亿能电力设备股份有限公司,,BSE,525,17.57,pending_snapshot,BSE官方快照尚未接入,True
603333.SH,尚纬股份有限公司,福华尚纬,SSE,526,17.56,provisional_include,历史能源样本且当前仍正常上市,False
601233.SH,桐昆集团股份有限公司,桐昆股份,SSE,527,17.55,provisional_include,历史能源样本且当前仍正常上市,False
601778.SH,晶科电力科技股份有限公司,晶科科技,SSE,528,17.55,provisional_include,历史能源样本且当前仍正常上市,False
002892.SZ,科力尔电机集团股份有限公司,科力尔,SZSE,529,17.54,provisional_include,历史能源样本且当前仍正常上市,False
301121.SZ,重庆市紫建电子股份有限公司,紫建电子,SZSE,530,17.52,provisional_include,历史能源样本且当前仍正常上市,False
300827.SZ,上能电气股份有限公司,上能电气,SZSE,531,17.5,provisional_include,历史能源样本且当前仍正常上市,False
000037.SZ,深圳南山热电股份有限公司,深南电A,SZSE,532,17.46,provisional_include,历史能源样本且当前仍正常上市,False
831175.BJ,珠海派诺科技股份有限公司,,BSE,533,17.45,pending_snapshot,BSE官方快照尚未接入,True
000821.SZ,湖北京山轻工机械股份有限公司,ST京机,SZSE,534,17.43,exclude,ST/*ST排除,False
002112.SZ,三变科技股份有限公司,三变科技,SZSE,535,17.36,provisional_include,历史能源样本且当前仍正常上市,False
600152.SH,维科技术股份有限公司,维科技术,SSE,536,17.34,provisional_include,历史能源样本且当前仍正常上市,False
600617.SH,山西省国新能源股份有限公司,国新能源,SSE,537,17.34,provisional_include,历史能源样本且当前仍正常上市,False
836239.BJ,四川长虹新能源科技股份有限公司,,BSE,538,17.27,pending_snapshot,BSE官方快照尚未接入,True
300443.SZ,金雷科技股份公司,金雷股份,SZSE,539,17.23,provisional_include,历史能源样本且当前仍正常上市,False
688330.SH,上海宏力达信息技术股份有限公司,宏力达,SSE,540,17.2,provisional_include,历史能源样本且当前仍正常上市,False
300051.SZ,琏升科技股份有限公司,琏升科技,SZSE,541,17.15,provisional_include,历史能源样本且当前仍正常上市,False
300933.SZ,中辰电缆股份有限公司,中辰股份,SZSE,542,17.15,provisional_include,历史能源样本且当前仍正常上市,False
832522.BJ,邢台纳科诺尔精轧科技股份有限公司,,BSE,543,17.14,pending_snapshot,BSE官方快照尚未接入,True
688573.SH,深圳市信宇人科技股份有限公司,信宇人,SSE,544,17.14,provisional_include,历史能源样本且当前仍正常上市,False
603050.SH,石家庄科林电气股份有限公司,科林电气,SSE,545,17.13,provisional_include,历史能源样本且当前仍正常上市,False
603727.SH,博迈科海洋工程股份有限公司,博迈科,SSE,546,17.1,provisional_include,历史能源样本且当前仍正常上市,False
300724.SZ,深圳市捷佳伟创新能源装备股份有限公司,捷佳伟创,SZSE,547,17.08,provisional_include,历史能源样本且当前仍正常上市,False
301487.SZ,天津国安盟固利新材料科技股份有限公司,盟固利,SZSE,548,17.02,provisional_include,历史能源样本且当前仍正常上市,False
300035.SZ,湖南中科电气股份有限公司,中科电气,SZSE,549,16.97,provisional_include,历史能源样本且当前仍正常上市,False
603396.SH,营口金辰机械股份有限公司,金辰股份,SSE,550,16.93,provisional_include,历史能源样本且当前仍正常上市,False
300409.SZ,广东道氏技术股份有限公司,道氏技术,SZSE,551,16.86,provisional_include,历史能源样本且当前仍正常上市,False
300283.SZ,温州宏丰电工合金股份有限公司,温州宏丰,SZSE,552,16.85,provisional_include,历史能源样本且当前仍正常上市,False
301040.SZ,张家港中环海陆高端装备股份有限公司,中环海陆,SZSE,553,16.83,provisional_include,历史能源样本且当前仍正常上市,False
300510.SZ,吉林省金冠电气股份有限公司,金冠股份,SZSE,554,16.81,provisional_include,历史能源样本且当前仍正常上市,False
603897.SH,浙江长城电工科技股份有限公司,长城科技,SSE,555,16.8,provisional_include,历史能源样本且当前仍正常上市,False
000421.SZ,南京公用发展股份有限公司,南京公用,SZSE,556,16.78,provisional_include,历史能源样本且当前仍正常上市,False
601669.SH,中国电力建设股份有限公司,中国电建,SSE,557,16.77,provisional_include,历史能源样本且当前仍正常上市,False
603819.SH,常州神力电机股份有限公司,神力股份,SSE,558,16.77,provisional_include,历史能源样本且当前仍正常上市,False
600387.SH,海越能源集团股份有限公司,,SSE,559,16.74,exclude,ST/*ST排除,False
002927.SZ,贵州泰永长征技术股份有限公司,泰永长征,SZSE,560,16.66,provisional_include,历史能源样本且当前仍正常上市,False
835368.BJ,大连连城数控机器股份有限公司,,BSE,561,16.62,pending_snapshot,BSE官方快照尚未接入,True
300427.SZ,红相股份有限公司,红相股份,SZSE,562,16.61,provisional_include,历史能源样本且当前仍正常上市,False
601868.SH,中国能源建设股份有限公司,中国能建,SSE,563,16.6,provisional_include,历史能源样本且当前仍正常上市,False
600759.SH,洲际油气股份有限公司,ST洲际,SSE,564,16.6,exclude,ST/*ST排除,False
688638.SH,深圳市誉辰智能装备股份有限公司,誉辰智能,SSE,565,16.52,provisional_include,历史能源样本且当前仍正常上市,False
300690.SZ,山东双一科技股份有限公司,双一科技,SZSE,566,16.47,provisional_include,历史能源样本且当前仍正常上市,False
300018.SZ,武汉中元华电科技股份有限公司,中元股份,SZSE,567,16.42,provisional_include,历史能源样本且当前仍正常上市,False
300477.SZ,合纵科技股份有限公司,ST合纵,SZSE,568,16.4,exclude,ST/*ST排除,False
600509.SH,新疆天富能源股份有限公司,天富能源,SSE,569,16.3,provisional_include,历史能源样本且当前仍正常上市,False
002358.SZ,河南森源电气股份有限公司,森源电气,SZSE,570,16.29,provisional_include,历史能源样本且当前仍正常上市,False
300953.SZ,宁波震裕科技股份有限公司,震裕科技,SZSE,571,16.26,provisional_include,历史能源样本且当前仍正常上市,False
000669.SZ,金鸿控股集团股份有限公司,ST金鸿,SZSE,572,16.2,exclude,ST/*ST排除,False
688148.SH,广东芳源新材料集团股份有限公司,芳源股份,SSE,573,16.18,provisional_include,历史能源样本且当前仍正常上市,False
301163.SZ,江苏宏德特种部件股份有限公司,宏德股份,SZSE,574,16.09,provisional_include,历史能源样本且当前仍正常上市,False
000601.SZ,广东韶能集团股份有限公司,韶能股份,SZSE,575,15.91,provisional_include,历史能源样本且当前仍正常上市,False
002610.SZ,浙江爱康新能源科技股份有限公司,,SZSE,576,15.9,exclude,ST/*ST排除,False
300457.SZ,深圳市赢合科技股份有限公司,赢合科技,SZSE,577,15.79,provisional_include,历史能源样本且当前仍正常上市,False
000531.SZ,广州恒运企业集团股份有限公司,穗恒运Ａ,SZSE,578,15.79,provisional_include,历史能源样本且当前仍正常上市,False
300141.SZ,苏州工业园区和顺电气股份有限公司,和顺电气,SZSE,579,15.72,provisional_include,历史能源样本且当前仍正常上市,False
601611.SH,中国核工业建设股份有限公司,中国核建,SSE,580,15.67,provisional_include,历史能源样本且当前仍正常上市,False
600719.SH,大连热电股份有限公司,大连热电,SSE,581,15.66,provisional_include,历史能源样本且当前仍正常上市,False
605066.SH,浙江天正电气股份有限公司,天正电气,SSE,582,15.65,provisional_include,历史能源样本且当前仍正常上市,False
002452.SZ,长高电新科技股份公司,长高电气,SZSE,583,15.6,provisional_include,历史能源样本且当前仍正常上市,False
002857.SZ,郑州三晖电气股份有限公司,三晖电气,SZSE,584,15.53,provisional_include,历史能源样本且当前仍正常上市,False
300842.SZ,无锡帝科电子材料股份有限公司,帝科股份,SZSE,585,15.41,provisional_include,历史能源样本且当前仍正常上市,False
600333.SH,长春燃气股份有限公司,长春燃气,SSE,586,15.34,provisional_include,历史能源样本且当前仍正常上市,False
600149.SH,廊坊发展股份有限公司,廊坊发展,SSE,587,15.31,provisional_include,历史能源样本且当前仍正常上市,False
603798.SH,青岛康普顿科技股份有限公司,康普顿,SSE,588,15.26,provisional_include,历史能源样本且当前仍正常上市,False
002090.SZ,江苏金智科技股份有限公司,金智科技,SZSE,589,15.25,provisional_include,历史能源样本且当前仍正常上市,False
002471.SZ,江苏中超控股股份有限公司,中超控股,SZSE,590,15.23,provisional_include,历史能源样本且当前仍正常上市,False
603530.SH,江苏神马电力股份有限公司,神马电力,SSE,591,15.19,provisional_include,历史能源样本且当前仍正常上市,False
000767.SZ,晋能控股山西电力股份有限公司,晋控电力,SZSE,592,15.1,provisional_include,历史能源样本且当前仍正常上市,False
600397.SH,安源煤业集团股份有限公司,江钨装备,SSE,593,15.03,provisional_include,历史能源样本且当前仍正常上市,False
300140.SZ,中节能环境保护股份有限公司,节能环境,SZSE,594,14.93,provisional_include,历史能源样本且当前仍正常上市,False
00704.HK,和嘉控股有限公司,,HKEX,595,14.91,pending_snapshot,HKEX官方快照尚未接入,True
002546.SZ,南京新联电子股份有限公司,新联电子,SZSE,596,14.88,provisional_include,历史能源样本且当前仍正常上市,False
300648.SZ,福建星云电子股份有限公司,星云股份,SZSE,597,14.82,provisional_include,历史能源样本且当前仍正常上市,False
002665.SZ,首航高科能源技术股份有限公司,,SZSE,598,14.73,exclude,ST/*ST排除,False
002879.SZ,长缆科技集团股份有限公司,长缆科技,SZSE,599,14.71,provisional_include,历史能源样本且当前仍正常上市,False
002227.SZ,深圳奥特迅电力设备股份有限公司,*ST特迅,SZSE,600,14.6,exclude,ST/*ST排除,False
001896.SZ,河南豫能控股股份有限公司,豫能控股,SZSE,601,14.58,provisional_include,历史能源样本且当前仍正常上市,False
08132.HK,百能国际能源控股有限公司,,HKEX,602,14.44,pending_snapshot,HKEX官方快照尚未接入,True
002364.SZ,杭州中恒电气股份有限公司,中恒电气,SZSE,603,14.42,provisional_include,历史能源样本且当前仍正常上市,False
01878.HK,南戈壁资源有限公司,,HKEX,604,14.36,pending_snapshot,HKEX官方快照尚未接入,True
002309.SZ,江苏中利集团股份有限公司,中利集团,SZSE,605,14.29,provisional_include,历史能源样本且当前仍正常上市,False
002629.SZ,浙江仁智股份有限公司,仁智股份,SZSE,606,14.28,provisional_include,历史能源样本且当前仍正常上市,False
600192.SH,兰州长城电工股份有限公司,长城电工,SSE,607,14.24,provisional_include,历史能源样本且当前仍正常上市,False
603985.SH,江阴市恒润重工股份有限公司,恒润股份,SSE,608,14.1,provisional_include,历史能源样本且当前仍正常上市,False
002060.SZ,广东省建筑工程集团股份有限公司,广东建工,SZSE,609,14.1,provisional_include,历史能源样本且当前仍正常上市,False
300444.SZ,北京双杰电气股份有限公司,双杰电气,SZSE,610,14.06,provisional_include,历史能源样本且当前仍正常上市,False
00666.HK,瑞浦兰钧能源股份有限公司,,HKEX,611,14.04,pending_snapshot,HKEX官方快照尚未接入,True
600396.SH,华电辽宁能源发展股份有限公司,华电辽能,SSE,612,13.76,provisional_include,历史能源样本且当前仍正常上市,False
000982.SZ,宁夏中银绒业股份有限公司,,SZSE,613,13.48,manual_review,未匹配当前沪深正常上市底表,True
301155.SZ,江苏海力风电设备科技股份有限公司,海力风电,SZSE,614,13.46,provisional_include,历史能源样本且当前仍正常上市,False
300222.SZ,科大智能科技股份有限公司,科大智能,SZSE,615,13.44,provisional_include,历史能源样本且当前仍正常上市,False
300069.SZ,金利华电气股份有限公司,金利华电,SZSE,616,13.33,provisional_include,历史能源样本且当前仍正常上市,False
300410.SZ,广东正业科技股份有限公司,正业科技,SZSE,617,13.16,provisional_include,历史能源样本且当前仍正常上市,False
002196.SZ,浙江方正电机股份有限公司,方正电机,SZSE,618,13.09,provisional_include,历史能源样本且当前仍正常上市,False
300173.SZ,福能东方装备科技股份有限公司,ST福能,SZSE,619,13.02,exclude,ST/*ST排除,False
603398.SH,江西沐邦高科股份有限公司,*ST沐邦,SSE,620,12.87,exclude,ST/*ST排除,False
300713.SZ,深圳市英可瑞科技股份有限公司,英可瑞,SZSE,621,12.75,provisional_include,历史能源样本且当前仍正常上市,False
688339.SH,北京亿华通科技股份有限公司,亿华通,SSE,622,12.6,provisional_include,历史能源样本且当前仍正常上市,False
300423.SZ,昇辉智能科技股份有限公司,昇辉科技,SZSE,623,12.47,provisional_include,历史能源样本且当前仍正常上市,False
300853.SZ,杭州申昊科技股份有限公司,申昊科技,SZSE,624,12.32,provisional_include,历史能源样本且当前仍正常上市,False
300490.SZ,华自科技股份有限公司,华自科技,SZSE,625,11.61,provisional_include,历史能源样本且当前仍正常上市,False
300340.SZ,江门市科恒实业股份有限公司,科恒股份,SZSE,626,11.04,provisional_include,历史能源样本且当前仍正常上市,False
300116.SZ,保力新能源科技股份有限公司,,SZSE,627,10.99,exclude,ST/*ST排除,False
002828.SZ,新疆贝肯能源工程股份有限公司,贝肯能源,SZSE,628,10.87,provisional_include,历史能源样本且当前仍正常上市,False
600212.SH,绿能慧充数字能源技术股份有限公司,绿能慧充,SSE,629,10.82,provisional_include,历史能源样本且当前仍正常上市,False
300670.SZ,江苏大烨智能电气股份有限公司,大烨智能,SZSE,630,10.66,provisional_include,历史能源样本且当前仍正常上市,False
002168.SZ,重庆惠程信息科技股份有限公司,ST惠程,SZSE,631,10.42,exclude,ST/*ST排除,False
002630.SZ,华西能源工业股份有限公司,*ST华西,SZSE,632,10.39,exclude,ST/*ST排除,False
000692.SZ,沈阳惠天热电股份有限公司,惠天热电,SZSE,633,10.03,provisional_include,历史能源样本且当前仍正常上市,False
600112.SH,贵州长征天成控股股份有限公司,,SSE,634,9.99,exclude,ST/*ST排除,False
